Latitude (decimal degrees):	48.777
Longitude (decimal degrees):	9.179
Elevation (m):	253
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	30.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230723:0510,1033.8,56.84,12.0,15.88,2.41,0.0
20230723:0610,4061.7,187.34,21.67,18.46,2.28,0.0
20230723:0710,8968.5,382.11,31.54,21.0,3.45,0.0
20230723:0810,10654.2,447.25,41.21,22.29,4.34,0.0
20230723:0910,11733.6,493.13,50.12,23.17,4.83,0.0
20230723:1010,18645.6,788.68,57.26,23.59,5.03,0.0
20230723:1110,17812.5,755.18,61.08,24.43,5.31,0.0
20230723:1210,15803.4,668.25,60.16,25.84,6.62,0.0
20230723:1310,4691.1,210.39,54.89,26.27,6.62,0.0
20230723:1410,3693.3,169.97,46.93,26.27,6.07,0.0
20230723:1510,2973.6,140.57,37.65,25.95,4.83,0.0
20230723:1610,2440.5,118.52,27.85,25.45,3.79,0.0
20230723:1710,2791.5,140.34,18.01,24.52,3.38,0.0
20230723:1810,798.3,48.23,8.5,23.96,2.48,0.0
20230723:1910,0.0,0.0,0.0,23.01,2.07,0.0
20230723:2010,0.0,0.0,0.0,21.73,2.14,0.0
20230723:2110,0.0,0.0,0.0,21.06,2.14,0.0
20230723:2210,0.0,0.0,0.0,20.76,1.86,0.0
20230723:2310,0.0,0.0,0.0,19.79,1.24,0.0
20230724:0010,0.0,0.0,0.0,20.5,0.34,0.0
20230724:0110,0.0,0.0,0.0,19.76,0.07,0.0
20230724:0210,0.0,0.0,0.0,19.3,0.34,0.0
20230724:0310,0.0,0.0,0.0,19.07,0.21,0.0
20230724:0410,0.0,1.72,2.7,17.06,1.1,0.0
20230724:0510,221.7,19.81,11.84,16.77,1.24,0.0
20230724:0610,602.4,38.59,21.52,19.42,0.83,0.0
20230724:0710,4684.8,205.39,31.38,19.09,2.21,0.0
20230724:0810,1826.1,90.96,41.05,19.86,2.14,0.0
20230724:0910,4602.0,203.96,49.94,21.36,2.28,0.0
20230724:1010,1592.1,81.77,57.07,21.63,3.93,0.0
20230724:1110,2091.0,101.98,60.88,20.54,3.03,0.0
20230724:1210,11352.9,477.54,59.96,21.6,3.66,0.0
20230724:1310,10475.4,443.23,54.71,22.67,3.59,0.0
20230724:1410,4488.6,200.29,46.77,23.2,3.86,0.0
20230724:1510,2028.6,100.14,37.5,22.47,4.0,0.0
20230724:1610,5692.5,248.24,27.71,20.21,3.72,0.0
20230724:1710,2466.6,119.61,17.87,19.56,2.62,0.0
20230724:1810,606.6,38.75,8.35,19.45,2.83,0.0
20230724:1910,0.0,0.0,0.0,18.61,3.03,0.0
20230724:2010,0.0,0.0,0.0,18.01,2.21,0.0
20230724:2110,0.0,0.0,0.0,17.52,1.93,0.0
20230724:2210,0.0,0.0,0.0,16.97,1.93,0.0
20230724:2310,0.0,0.0,0.0,16.53,1.86,0.0
20230725:0010,0.0,0.0,0.0,16.08,1.59,0.0
20230725:0110,0.0,0.0,0.0,15.43,1.45,0.0
20230725:0210,0.0,0.0,0.0,14.86,1.38,0.0
20230725:0310,0.0,0.0,0.0,14.31,1.31,0.0
20230725:0410,0.0,5.17,2.53,14.08,1.31,0.0
20230725:0510,415.5,29.28,11.68,14.67,1.1,0.0
20230725:0610,949.5,53.29,21.36,15.88,1.31,0.0
20230725:0710,2924.1,134.14,31.23,17.34,1.72,0.0
20230725:0810,8696.7,362.22,40.89,17.82,2.97,0.0
20230725:0910,3700.8,164.46,49.77,17.34,3.17,0.0
20230725:1010,18404.4,774.5,56.88,18.86,2.83,0.0
20230725:1110,9901.8,412.45,60.67,19.43,4.34,0.0
20230725:1210,13241.7,542.98,59.76,17.55,4.55,0.0
20230725:1310,19045.8,786.55,54.53,17.99,4.41,0.0
20230725:1410,1834.5,90.04,46.61,16.96,4.34,0.0
20230725:1510,6652.8,278.61,37.35,16.2,3.59,0.0
20230725:1610,973.2,54.21,27.56,15.85,3.66,0.0
20230725:1710,378.3,27.56,17.72,15.48,3.45,0.0
20230725:1810,308.4,24.11,8.2,15.18,2.9,0.0
20230725:1910,0.0,0.0,0.0,13.9,2.69,0.0
20230725:2010,0.0,0.0,0.0,13.44,2.55,0.0
20230725:2110,0.0,0.0,0.0,13.22,2.62,0.0
20230725:2210,0.0,0.0,0.0,12.99,2.76,0.0
20230725:2310,0.0,0.0,0.0,12.48,2.69,0.0
20230726:0010,0.0,0.0,0.0,12.02,2.69,0.0
20230726:0110,0.0,0.0,0.0,11.78,2.41,0.0
20230726:0210,0.0,0.0,0.0,11.53,2.34,0.0
20230726:0310,0.0,0.0,0.0,11.3,2.14,0.0
20230726:0410,0.0,1.72,2.36,11.07,2.14,0.0
20230726:0510,262.8,21.53,11.52,11.35,2.0,0.0
20230726:0610,1970.1,93.71,21.2,11.92,2.41,0.0
20230726:0710,4115.4,177.52,31.07,12.99,2.97,0.0
20230726:0810,2071.5,98.31,40.73,13.63,3.24,0.0
20230726:0910,4366.8,188.34,49.59,14.57,3.24,0.0
20230726:1010,16212.9,664.93,56.68,15.86,3.45,0.0
20230726:1110,12498.3,514.16,60.45,17.0,3.59,0.0
20230726:1210,17384.4,720.26,59.55,17.6,3.66,0.0
20230726:1310,19624.2,815.71,54.34,17.98,3.86,0.0
20230726:1410,9423.3,390.15,46.44,17.99,4.0,0.0
20230726:1510,5603.7,239.1,37.19,17.69,3.86,0.0
20230726:1610,7846.5,336.74,27.41,17.32,3.79,0.0
20230726:1710,2636.4,150.6,17.56,17.24,3.59,0.0
20230726:1810,771.6,45.64,8.03,16.42,2.76,0.0
20230726:1910,0.0,0.0,0.0,16.13,1.86,0.0
20230726:2010,0.0,0.0,0.0,15.2,1.93,0.0
20230726:2110,0.0,0.0,0.0,14.6,2.14,0.0
20230726:2210,0.0,0.0,0.0,13.97,2.21,0.0
20230726:2310,0.0,0.0,0.0,13.61,2.28,0.0
20230727:0010,0.0,0.0,0.0,13.19,2.34,0.0
20230727:0110,0.0,0.0,0.0,13.12,2.34,0.0
20230727:0210,0.0,0.0,0.0,12.84,2.41,0.0
20230727:0310,0.0,0.0,0.0,12.86,2.41,0.0
20230727:0410,3.9,6.03,2.18,13.29,2.41,0.0
20230727:0510,801.3,46.51,11.35,13.9,2.41,0.0
20230727:0610,1330.8,68.91,21.04,14.67,2.55,0.0
20230727:0710,6549.9,275.43,30.91,15.58,3.03,0.0
20230727:0810,2462.1,114.84,40.56,16.07,3.17,0.0
20230727:0910,4901.1,210.39,49.41,16.23,3.72,0.0
20230727:1010,1884.0,91.88,56.48,16.49,3.93,0.0
20230727:1110,5340.0,228.77,60.23,17.32,3.52,0.0
20230727:1210,3316.8,149.76,59.33,18.26,3.86,0.0
20230727:1310,4662.0,203.04,54.15,18.13,3.03,0.0
20230727:1410,3852.6,170.89,46.27,17.81,2.83,0.0
20230727:1510,6895.8,292.61,37.03,18.51,2.14,0.0
20230727:1610,2447.4,116.68,27.25,20.44,1.52,0.0
20230727:1710,2721.0,136.28,17.4,21.26,1.66,0.0
20230727:1810,734.4,44.78,7.87,20.85,2.48,0.0
20230727:1910,0.0,0.0,0.0,18.93,1.66,0.0
20230727:2010,0.0,0.0,0.0,18.34,1.59,0.0
20230727:2110,0.0,0.0,0.0,17.74,1.45,0.0
20230727:2210,0.0,0.0,0.0,17.17,1.45,0.0
20230727:2310,0.0,0.0,0.0,16.58,1.59,0.0
20230728:0010,0.0,0.0,0.0,16.55,1.45,0.0
20230728:0110,0.0,0.0,0.0,16.13,1.72,0.0
20230728:0210,0.0,0.0,0.0,15.82,1.93,0.0
20230728:0310,0.0,0.0,0.0,15.8,2.0,0.0
20230728:0410,0.0,0.86,2.01,15.99,2.14,0.0
20230728:0510,59.4,10.33,11.19,16.65,2.14,0.0
20230728:0610,879.3,50.53,20.88,17.37,2.34,0.0
20230728:0710,1795.2,89.12,30.75,18.39,2.41,0.0
20230728:0810,5675.4,244.9,40.39,19.39,2.21,0.0
20230728:0910,6642.6,284.13,49.23,20.05,2.69,0.0
20230728:1010,3153.9,145.16,56.27,20.94,2.97,0.0
20230728:1110,9815.4,415.35,60.0,21.63,3.1,0.0
20230728:1210,3672.3,166.29,59.11,21.43,3.03,0.0
20230728:1310,4482.3,197.53,53.94,20.11,3.31,0.0
20230728:1410,1699.5,85.44,46.09,19.05,2.28,0.0
20230728:1510,2882.7,133.22,36.86,18.9,2.34,0.0
20230728:1610,1750.5,87.28,27.08,18.38,2.48,0.0
20230728:1710,527.1,34.91,17.24,18.12,2.0,0.0
20230728:1810,188.4,18.09,7.69,17.69,2.0,0.0
20230728:1910,0.0,0.0,0.0,18.15,1.59,0.0
20230728:2010,0.0,0.0,0.0,17.24,1.79,0.0
20230728:2110,0.0,0.0,0.0,16.9,1.86,0.0
20230728:2210,0.0,0.0,0.0,16.72,2.14,0.0
20230728:2310,0.0,0.0,0.0,16.71,2.28,0.0
20230729:0010,0.0,0.0,0.0,16.59,2.34,0.0
20230729:0110,0.0,0.0,0.0,16.56,2.21,0.0
20230729:0210,0.0,0.0,0.0,16.36,2.21,0.0
20230729:0310,0.0,0.0,0.0,16.34,2.21,0.0
20230729:0410,0.0,0.86,1.83,16.58,2.28,0.0
20230729:0510,59.1,10.33,11.02,16.97,2.34,0.0
20230729:0610,2170.5,104.21,20.72,17.59,2.83,0.0
20230729:0710,4292.1,188.87,30.59,18.85,3.66,0.0
20230729:0810,6162.9,263.8,40.22,19.85,3.45,0.0
20230729:0910,8202.6,347.36,49.04,21.4,3.86,0.0
20230729:1010,16481.7,696.2,56.06,22.7,4.0,0.0
20230729:1110,17781.6,757.66,59.77,23.73,4.07,0.0
20230729:1210,15430.2,657.19,58.88,24.58,4.07,0.0
20230729:1310,12926.4,549.08,53.74,24.82,4.21,0.0
20230729:1410,7139.7,307.66,45.9,24.06,4.55,0.0
20230729:1510,5541.0,242.58,36.69,23.2,3.72,0.0
20230729:1610,5315.1,235.45,26.91,22.17,2.83,0.0
20230729:1710,292.8,23.89,17.06,21.51,1.86,0.0
20230729:1810,154.2,16.36,7.51,21.0,1.86,0.0
20230729:1910,0.0,0.0,0.0,20.41,2.62,0.0
20230729:2010,0.0,0.0,0.0,19.19,2.83,0.0
20230729:2110,0.0,0.0,0.0,18.37,2.69,0.0
20230729:2210,0.0,0.0,0.0,17.95,2.34,0.0
20230729:2310,0.0,0.0,0.0,17.56,2.34,0.0
20230730:0010,0.0,0.0,0.0,17.24,2.62,0.0
20230730:0110,0.0,0.0,0.0,16.8,2.62,0.0
20230730:0210,0.0,0.0,0.0,16.85,2.14,0.0
20230730:0310,0.0,0.0,0.0,16.83,2.0,0.0
20230730:0410,0.0,0.86,1.65,16.83,2.62,0.0
20230730:0510,731.4,43.92,10.84,16.71,2.9,0.0
20230730:0610,1740.9,86.36,20.55,16.94,2.62,0.0
20230730:0710,1263.6,67.07,30.42,18.28,3.24,0.0
20230730:0810,7650.6,321.95,40.05,19.47,3.86,0.0
20230730:0910,12976.5,537.45,48.85,19.95,4.28,0.0
20230730:1010,11964.6,495.74,55.84,19.89,4.76,0.0
20230730:1110,16848.3,697.7,59.54,19.65,4.97,0.0
20230730:1210,20161.2,842.1,58.65,20.06,4.9,0.0
20230730:1310,11127.9,462.51,53.53,20.57,5.03,0.0
20230730:1410,14500.8,599.19,45.71,20.57,5.03,0.0
20230730:1510,12161.4,503.92,36.51,20.37,4.83,0.0
20230730:1610,8275.2,361.24,26.74,20.03,4.55,0.0
20230730:1710,2696.4,135.1,16.89,19.62,4.07,0.0
20230730:1810,665.7,41.34,7.33,18.87,3.38,0.0
20230730:1910,0.0,0.0,0.0,17.76,2.69,0.0
20230730:2010,0.0,0.0,0.0,17.03,2.14,0.0
20230730:2110,0.0,0.0,0.0,16.4,1.79,0.0
20230730:2210,0.0,0.0,0.0,15.49,1.79,0.0
20230730:2310,0.0,0.0,0.0,14.69,2.07,0.0
20230731:0010,0.0,0.0,0.0,14.26,2.21,0.0
20230731:0110,0.0,0.0,0.0,13.96,2.28,0.0
20230731:0210,0.0,0.0,0.0,13.91,2.28,0.0
20230731:0310,0.0,0.0,0.0,13.54,2.21,0.0
20230731:0410,0.0,0.86,1.46,13.27,2.21,0.0
20230731:0510,882.9,49.95,10.67,13.58,2.07,0.0
20230731:0610,2747.4,127.22,20.38,15.51,2.0,0.0
20230731:0710,7777.5,327.24,30.25,17.29,3.1,0.0
20230731:0810,13721.1,565.55,39.87,18.54,3.59,0.0
20230731:0910,17724.6,732.97,48.65,19.69,4.69,0.0
20230731:1010,17675.4,734.8,55.62,20.03,4.62,0.0
20230731:1110,13274.1,553.4,59.3,21.13,4.62,0.0
20230731:1210,5439.0,237.04,58.41,22.12,4.83,0.0
20230731:1310,4037.1,180.99,53.31,22.09,4.48,0.0
20230731:1410,4839.6,213.42,45.51,22.23,4.0,0.0
20230731:1510,5731.2,249.78,36.32,22.83,3.79,0.0
20230731:1610,7305.9,323.47,26.55,22.55,2.83,0.0
20230731:1710,1760.1,89.53,16.7,21.97,2.62,0.0
20230731:1810,565.5,37.03,7.14,20.66,2.62,0.0
20230731:1910,0.0,0.0,0.0,18.43,2.07,0.0
20230731:2010,0.0,0.0,0.0,17.59,2.14,0.0
20230731:2110,0.0,0.0,0.0,17.25,2.28,0.0
20230731:2210,0.0,0.0,0.0,17.08,2.34,0.0
20230731:2310,0.0,0.0,0.0,16.95,2.69,0.0
20230801:0010,0.0,0.0,0.0,16.63,3.17,0.0
20230801:0110,0.0,0.0,0.0,16.54,3.59,0.0
20230801:0210,0.0,0.0,0.0,16.71,3.86,0.0
20230801:0310,0.0,0.0,0.0,17.38,4.21,0.0
20230801:0410,0.0,0.0,0.0,17.38,4.48,0.0
20230801:0510,72.3,11.2,10.49,16.81,4.62,0.0
20230801:0610,453.9,31.24,20.21,16.27,4.9,0.0
20230801:0710,2738.4,125.87,30.08,16.67,4.69,0.0
20230801:0810,1429.5,73.5,39.69,16.93,5.03,0.0
20230801:0910,3339.3,149.76,48.46,17.14,4.69,0.0
20230801:1010,3387.3,151.59,55.4,17.05,4.62,0.0
20230801:1110,14227.2,584.96,59.05,18.18,4.55,0.0
20230801:1210,20989.8,878.63,58.16,19.54,4.55,0.0
20230801:1310,19300.2,805.24,53.08,20.63,4.83,0.0
20230801:1410,18242.7,751.83,45.3,20.15,5.38,0.0
20230801:1510,12524.1,516.81,36.13,19.62,4.83,0.0
20230801:1610,6469.8,279.34,26.37,18.97,4.83,0.0
20230801:1710,2437.5,141.76,16.51,18.56,4.34,0.0
20230801:1810,611.7,38.75,6.94,17.98,3.45,0.0
20230801:1910,0.0,0.0,0.0,17.52,3.31,0.0
20230801:2010,0.0,0.0,0.0,16.95,2.83,0.0
20230801:2110,0.0,0.0,0.0,16.48,2.55,0.0
20230801:2210,0.0,0.0,0.0,16.21,2.41,0.0
20230801:2310,0.0,0.0,0.0,15.67,2.34,0.0
20230802:0010,0.0,0.0,0.0,15.51,2.55,0.0
20230802:0110,0.0,0.0,0.0,15.27,2.69,0.0
20230802:0210,0.0,0.0,0.0,15.16,2.83,0.0
20230802:0310,0.0,0.0,0.0,14.93,2.83,0.0
20230802:0410,0.0,0.0,0.0,14.75,3.03,0.0
20230802:0510,47.7,9.47,10.32,14.92,3.1,0.0
20230802:0610,536.4,34.91,20.04,14.98,3.17,0.0
20230802:0710,3962.4,173.2,29.91,15.53,4.0,0.0
20230802:0810,3405.6,151.59,39.51,15.83,4.28,0.0
20230802:0910,4512.6,194.78,48.25,16.17,4.9,0.0
20230802:1010,7234.8,301.52,55.17,16.91,5.1,0.0
20230802:1110,4131.9,181.91,58.8,18.45,4.34,0.0
20230802:1210,15209.4,638.53,57.92,21.43,3.79,0.0
20230802:1310,2916.0,135.98,52.85,22.02,4.28,0.0
20230802:1410,3672.6,166.29,45.09,21.84,4.14,0.0
20230802:1510,3166.2,146.08,35.93,22.05,4.21,0.0
20230802:1610,3591.6,164.33,26.18,23.02,4.07,0.0
20230802:1710,554.7,36.75,16.32,22.4,4.76,0.0
20230802:1810,57.6,10.33,6.74,20.46,5.03,0.0
20230802:1910,0.0,0.0,0.0,19.77,4.48,0.0
20230802:2010,0.0,0.0,0.0,18.95,5.03,0.0
20230802:2110,0.0,0.0,0.0,18.35,4.69,0.0
20230802:2210,0.0,0.0,0.0,17.48,4.9,0.0
20230802:2310,0.0,0.0,0.0,16.72,5.03,0.0
20230803:0010,0.0,0.0,0.0,16.31,5.24,0.0
20230803:0110,0.0,0.0,0.0,16.11,5.38,0.0
20230803:0210,0.0,0.0,0.0,16.39,5.66,0.0
20230803:0310,0.0,0.0,0.0,16.41,5.72,0.0
20230803:0410,0.0,0.0,0.0,16.15,5.72,0.0
20230803:0510,954.3,53.4,10.14,15.98,5.52,0.0
20230803:0610,3690.0,169.26,19.86,16.31,4.9,0.0
20230803:0710,9994.5,413.43,29.73,16.8,6.07,0.0
20230803:0810,15089.7,608.02,39.32,17.54,7.24,0.0
20230803:0910,9222.0,378.45,48.05,17.97,7.52,0.0
20230803:1010,5564.4,237.04,54.94,18.43,7.79,0.0
20230803:1110,17447.1,712.98,58.55,18.38,6.34,0.0
20230803:1210,21888.9,900.4,57.66,18.84,6.76,0.0
20230803:1310,16359.6,671.95,52.62,19.53,5.86,0.0
20230803:1410,14860.8,609.07,44.88,19.6,5.72,0.0
20230803:1510,12874.5,530.74,35.73,19.84,5.24,0.0
20230803:1610,7381.5,320.66,25.98,19.67,4.41,0.0
20230803:1710,2359.8,142.87,16.12,19.44,3.66,0.0
20230803:1810,552.3,36.17,6.54,18.88,2.62,0.0
20230803:1910,0.0,0.0,0.0,17.55,2.21,0.0
20230803:2010,0.0,0.0,0.0,16.88,1.66,0.0
20230803:2110,0.0,0.0,0.0,15.73,1.38,0.0
20230803:2210,0.0,0.0,0.0,14.45,1.31,0.0
20230803:2310,0.0,0.0,0.0,13.35,1.52,0.0
20230804:0010,0.0,0.0,0.0,13.14,1.45,0.0
20230804:0110,0.0,0.0,0.0,13.19,1.31,0.0
20230804:0210,0.0,0.0,0.0,13.1,1.24,0.0
20230804:0310,0.0,0.0,0.0,12.36,1.31,0.0
20230804:0410,0.0,0.0,0.0,12.68,1.1,0.0
20230804:0510,1045.8,56.84,9.95,13.33,1.03,0.0
20230804:0610,2850.3,131.99,19.69,15.19,0.9,0.0
20230804:0710,8988.3,378.41,29.55,16.16,1.52,0.0
20230804:0810,9150.3,380.31,39.14,17.1,2.21,0.0
20230804:0910,11418.9,475.63,47.84,18.09,2.07,0.0
20230804:1010,9344.1,392.74,54.71,18.58,1.86,0.0
20230804:1110,3147.9,143.33,58.29,17.89,1.86,0.0
20230804:1210,1326.6,69.83,57.4,18.59,2.48,0.0
20230804:1310,20051.7,846.15,52.38,16.9,2.14,0.0
20230804:1410,1649.4,82.69,44.66,16.96,2.07,0.0
20230804:1510,1713.9,85.44,35.52,17.35,2.21,0.0
20230804:1610,4880.4,213.33,25.77,17.62,2.34,0.0
20230804:1710,2544.6,133.26,15.92,17.49,2.34,0.0
20230804:1810,13.2,6.89,6.33,15.96,2.0,0.0
20230804:1910,0.0,0.0,0.0,14.92,1.86,0.0
20230804:2010,0.0,0.0,0.0,14.45,1.45,0.0
20230804:2110,0.0,0.0,0.0,14.32,1.38,0.0
20230804:2210,0.0,0.0,0.0,14.0,1.45,0.0
20230804:2310,0.0,0.0,0.0,13.96,1.52,0.0
20230805:0010,0.0,0.0,0.0,14.09,1.52,0.0
20230805:0110,0.0,0.0,0.0,14.03,1.66,0.0
20230805:0210,0.0,0.0,0.0,13.76,1.66,0.0
20230805:0310,0.0,0.0,0.0,13.52,1.59,0.0
20230805:0410,0.0,0.0,0.0,12.99,1.72,0.0
20230805:0510,885.0,49.95,9.77,13.06,1.72,0.0
20230805:0610,2330.7,109.34,19.51,13.86,2.0,0.0
20230805:0710,8089.8,337.21,29.37,14.78,2.34,0.0
20230805:0810,12917.7,532.11,38.95,15.98,2.0,0.0
20230805:0910,17517.3,732.81,47.64,17.34,2.14,0.0
20230805:1010,8443.5,355.49,54.47,18.24,1.86,0.0
20230805:1110,4649.7,203.96,58.02,18.83,1.66,0.0
20230805:1210,21055.8,915.09,57.13,19.48,1.66,0.0
20230805:1310,3436.2,156.19,52.13,19.77,1.52,0.0
20230805:1410,14083.5,594.53,44.43,20.16,1.79,0.0
20230805:1510,9491.7,400.85,35.31,20.35,2.07,0.0
20230805:1610,7791.9,344.74,25.57,19.81,1.52,0.0
20230805:1710,2285.1,114.45,15.71,19.65,1.59,0.0
20230805:1810,496.2,33.59,6.11,19.04,2.07,0.0
20230805:1910,0.0,0.0,0.0,17.27,1.03,0.0
20230805:2010,0.0,0.0,0.0,16.11,1.17,0.0
20230805:2110,0.0,0.0,0.0,15.36,0.83,0.0
20230805:2210,0.0,0.0,0.0,14.65,1.1,0.0
20230805:2310,0.0,0.0,0.0,14.33,1.86,0.0
20230806:0010,0.0,0.0,0.0,13.93,2.21,0.0
20230806:0110,0.0,0.0,0.0,13.6,2.69,0.0
20230806:0210,0.0,0.0,0.0,13.51,2.9,0.0
20230806:0310,0.0,0.0,0.0,13.2,2.97,0.0
20230806:0410,0.0,0.0,0.0,13.06,3.24,0.0
20230806:0510,946.8,52.53,9.58,13.13,3.38,0.0
20230806:0610,1340.7,68.91,19.33,13.45,3.93,0.0
20230806:0710,3267.9,144.34,29.19,12.92,4.83,0.0
20230806:0810,8431.2,340.75,38.75,12.57,5.03,0.0
20230806:0910,10968.0,439.99,47.42,13.07,4.9,0.0
20230806:1010,3405.9,149.76,54.23,13.33,5.79,0.0
20230806:1110,3833.1,166.29,57.76,13.68,6.41,0.0
20230806:1210,2791.8,125.87,56.86,13.04,6.34,0.0
20230806:1310,5853.9,242.91,51.88,13.2,6.97,0.0
20230806:1410,5362.2,225.09,44.2,14.14,6.62,0.0
20230806:1510,5993.1,248.85,35.09,14.07,6.9,0.0
20230806:1610,5227.2,222.26,25.35,13.93,5.72,0.0
20230806:1710,875.1,49.61,15.49,14.04,6.28,0.0
20230806:1810,456.6,31.0,5.89,13.19,6.14,0.0
20230806:1910,0.0,0.0,0.0,12.51,5.72,0.0
20230806:2010,0.0,0.0,0.0,12.05,5.31,0.0
20230806:2110,0.0,0.0,0.0,11.62,5.17,0.0
20230806:2210,0.0,0.0,0.0,11.18,5.24,0.0
20230806:2310,0.0,0.0,0.0,11.05,5.17,0.0
20230807:0010,0.0,0.0,0.0,10.89,5.17,0.0
20230807:0110,0.0,0.0,0.0,10.83,5.1,0.0
20230807:0210,0.0,0.0,0.0,10.76,4.97,0.0
20230807:0310,0.0,0.0,0.0,10.64,4.83,0.0
20230807:0410,0.0,0.0,0.0,10.41,4.55,0.0
20230807:0510,1023.3,55.12,9.39,10.3,4.28,0.0
20230807:0610,2191.5,102.26,19.15,10.99,4.21,0.0
20230807:0710,4402.8,186.76,29.01,11.64,5.59,0.0
20230807:0810,5991.3,247.68,38.56,12.7,5.93,0.0
20230807:0910,15431.7,615.11,47.21,13.5,5.66,0.0
20230807:1010,16023.6,645.19,53.98,14.5,5.1,0.0
20230807:1110,11158.5,453.2,57.49,15.58,5.24,0.0
20230807:1210,3291.3,147.0,56.59,15.91,5.38,0.0
20230807:1310,4259.7,184.67,51.62,15.82,4.9,0.0
20230807:1410,3523.8,156.19,43.96,15.81,4.28,0.0
20230807:1510,11417.4,464.19,34.86,15.25,3.93,0.0
20230807:1610,4803.0,207.55,25.13,15.57,3.72,0.0
20230807:1710,2371.8,116.32,15.27,14.76,3.59,0.0
20230807:1810,453.6,31.0,5.66,14.26,2.97,0.0
20230807:1910,0.0,0.0,0.0,13.9,2.69,0.0
20230807:2010,0.0,0.0,0.0,13.22,2.55,0.0
20230807:2110,0.0,0.0,0.0,12.85,2.55,0.0
20230807:2210,0.0,0.0,0.0,12.36,2.62,0.0
20230807:2310,0.0,0.0,0.0,12.16,2.55,0.0
20230808:0010,0.0,0.0,0.0,12.01,2.34,0.0
20230808:0110,0.0,0.0,0.0,11.78,2.28,0.0
20230808:0210,0.0,0.0,0.0,11.64,2.28,0.0
20230808:0310,0.0,0.0,0.0,11.52,2.21,0.0
20230808:0410,0.0,0.0,0.0,11.15,2.21,0.0
20230808:0510,913.5,50.81,9.21,11.32,2.14,0.0
20230808:0610,4363.5,211.6,18.96,12.9,1.93,0.0
20230808:0710,9312.9,386.78,28.82,15.39,3.24,0.0
20230808:0810,10232.7,417.86,38.36,16.58,4.69,0.0
20230808:0910,14087.7,574.75,46.99,17.25,4.55,0.0
20230808:1010,17852.1,734.8,53.73,18.01,4.69,0.0
20230808:1110,21540.6,898.06,57.21,18.78,4.83,0.0
20230808:1210,18740.7,775.15,56.31,19.11,5.17,0.0
20230808:1310,10358.1,428.1,51.35,18.95,4.97,0.0
20230808:1410,15425.7,634.24,43.72,18.64,4.28,0.0
20230808:1510,5423.7,233.18,34.63,19.06,4.28,0.0
20230808:1610,4529.7,199.36,24.91,18.98,4.62,0.0
20230808:1710,2342.4,119.04,15.04,18.46,3.24,0.0
20230808:1810,237.0,20.67,5.43,17.64,2.34,0.0
20230808:1910,0.0,0.0,0.0,17.33,2.14,0.0
20230808:2010,0.0,0.0,0.0,16.67,1.72,0.0
20230808:2110,0.0,0.0,0.0,16.14,1.45,0.0
20230808:2210,0.0,0.0,0.0,15.67,1.38,0.0
20230808:2310,0.0,0.0,0.0,14.99,1.52,0.0
20230809:0010,0.0,0.0,0.0,14.65,1.79,0.0
20230809:0110,0.0,0.0,0.0,14.47,2.0,0.0
20230809:0210,0.0,0.0,0.0,14.47,2.34,0.0
20230809:0310,0.0,0.0,0.0,14.5,2.55,0.0
20230809:0410,0.0,0.0,0.0,14.66,2.48,0.0
20230809:0510,526.5,34.45,9.01,14.83,2.41,0.0
20230809:0610,2406.9,113.45,18.78,15.46,2.55,0.0
20230809:0710,2092.8,100.14,28.63,16.03,3.1,0.0
20230809:0810,4122.0,180.34,38.17,16.47,3.1,0.0
20230809:0910,6054.3,256.64,46.77,17.23,3.45,0.0
20230809:1010,4878.6,210.39,53.48,17.11,3.59,0.0
20230809:1110,13235.4,544.69,56.93,18.02,4.14,0.0
20230809:1210,11913.6,491.54,56.02,18.03,3.79,0.0
20230809:1310,9640.5,399.83,51.09,17.72,3.24,0.0
20230809:1410,11290.8,467.63,43.47,18.49,3.03,0.0
20230809:1510,5852.1,249.98,34.4,18.05,2.62,0.0
20230809:1610,5444.1,237.74,24.68,18.4,2.76,0.0
20230809:1710,2203.8,111.46,14.81,17.65,2.28,0.0
20230809:1810,0.0,4.31,5.19,17.33,2.0,0.0
20230809:1910,0.0,0.0,0.0,16.83,1.1,0.0
20230809:2010,0.0,0.0,0.0,15.79,0.97,0.0
20230809:2110,0.0,0.0,0.0,15.23,0.83,0.0
20230809:2210,0.0,0.0,0.0,14.64,0.83,0.0
20230809:2310,0.0,0.0,0.0,14.08,0.97,0.0
20230810:0010,0.0,0.0,0.0,13.19,1.24,0.0
20230810:0110,0.0,0.0,0.0,12.4,1.38,0.0
20230810:0210,0.0,0.0,0.0,11.63,1.52,0.0
20230810:0310,0.0,0.0,0.0,11.08,1.38,0.0
20230810:0410,0.0,0.0,0.0,10.68,1.24,0.0
20230810:0510,810.9,46.51,8.82,11.34,0.9,0.0
20230810:0610,2862.0,132.53,18.59,13.64,0.55,0.0
20230810:0710,5390.1,233.21,28.45,16.8,0.41,0.0
20230810:0810,11869.8,503.99,37.97,18.41,0.21,0.0
20230810:0910,19204.2,846.57,46.55,19.42,0.28,0.0
20230810:1010,21687.0,987.2,53.22,20.34,0.14,0.0
20230810:1110,22886.7,1058.63,56.64,21.29,0.21,0.0
